"コード","銘柄名","市場","現在値","前日比(%)","株価(円)","株価騰落【率】(%)","時価総額(百万円)","出来高増加率(倍)"
"7988","ニフコ","東P","5026.0","-13.0(-0.26%)","5,026.0","-0.26","503,892","0.94"
"7989","立川ブラインド工業","東P","1985","-7.0(-0.35%)","1,985.0","-0.35","41,216","0.90"
"7990","グローブライド","東P","2241","-1.0(-0.04%)","2,241.0","-0.04","51,095","1.12"
"7991","マミヤ・オーピー","東S","1728","+16.0(+0.93%)","1,728.0","0.93","18,159","0.83"
"7992","セーラー万年筆","東S","115","+1.0(+0.88%)","115.0","0.88","3,411","0.78"
"7994","オカムラ","東P","2417","-4.0(-0.17%)","2,417.0","-0.17","243,201","0.93"
"7995","バルカー","東P","4525","+15.0(+0.33%)","4,525.0","0.33","84,567","0.57"
"7997","くろがね工作所","東S","951","-1.0(-0.11%)","951.0","-0.11","1,766","2.25"
"7999","ＭＵＴＯＨ　ＨＬＤＧ","東S","2994","+14.0(+0.47%)","2,994.0","0.47","15,134","0.66"
"8001","伊藤忠商事","東P","2040.0","-19.0(-0.92%)","2,040.0","-0.92","16,165,874","0.83"
"8002","丸紅","東P","5126.0","-3.0(-0.06%)","5,126.0","-0.06","8,513,046","0.96"
"8005","スクロール","東P","1341","-14.0(-1.03%)","1,341.0","-1.03","46,438","0.69"
"8006","ユアサ・フナショク","東S","1725","+2.0(+0.12%)","1,725.0","0.12","33,794","1.00"
"8007","高島","東P","923","-2.0(-0.22%)","923.0","-0.22","31,731","0.78"
"8008","ヨンドシーＨＬＤＧ","東P","1847","-13.0(-0.70%)","1,847.0","-0.70","44,940","1.10"
"8011","三陽商会","東P","4175","+0.0(+0.00%)","4,175.0","0.00","42,923","0.44"
"8012","長瀬産業","東P","4125.0","-8.0(-0.19%)","4,125.0","-0.19","453,372","0.78"
"8013","ナイガイ","東S","312","+8.0(+2.63%)","312.0","2.63","2,564","0.70"
"8014","蝶理","東P","4145","-45.0(-1.07%)","4,145.0","-1.07","104,883","0.86"
"8015","豊田通商","東P","5758.0","+61.0(+1.07%)","5,758.0","1.07","6,115,975","0.86"
"8016","オンワードＨＬＤＧ","東P","758","+8.0(+1.07%)","758.0","1.07","107,577","0.83"
"8018","三共生興","東S","751","+14.0(+1.90%)","751.0","1.90","34,546","0.98"
"8020","兼松","東P","2074.5","+5.0(+0.24%)","2,074.5","0.24","350,591","0.84"
"8022","美津濃","東P","3280","-25.0(-0.76%)","3,280.0","-0.76","261,530","0.72"
"8023","ＤＡＩＫＯ　ＸＴＥＣＨ","東S","1130","+6.0(+0.53%)","1,130.0","0.53","15,671","0.99"
"8025","ツカモトコーポレーション","東S","1372","+0.0(+0.00%)","1,372.0","0.00","5,584","2.00"
"8029","ルックＨＬＤＧ","東S","2500","-27.0(-1.07%)","2,500.0","-1.07","19,491","0.86"
"8030","中央魚類","東S","3665","+10.0(+0.27%)","3,665.0","0.27","15,816","2.59"
"8031","三井物産","東P","5145.0","+12.0(+0.23%)","5,145.0","0.23","14,950,043","0.82"
"8032","日本紙パルプ商事","東P","977","-3.0(-0.31%)","977.0","-0.31","117,451","0.94"
"8035","東京エレクトロン","東P","41720.0","-780.0(-1.84%)","41,720.0","-1.84","19,676,516","0.74"
"8037","カメイ","東P","3250","+0.0(+0.00%)","3,250.0","0.00","107,224","0.91"
"8039","築地魚市場","東S","3960","+30.0(+0.76%)","3,960.0","0.76","8,924","0.56"
"8040","東京ソワール","東S","1109","+19.0(+1.74%)","1,109.0","1.74","4,281","1.30"
"8041","ＯＵＧ　ＨＬＤＧ","東S","3955","-10.0(-0.25%)","3,955.0","-0.25","21,999","0.43"
"8043","スターゼン","東P","1319","+2.0(+0.15%)","1,319.0","0.15","77,251","1.40"
"8045","横浜丸魚","東S","1611","+0.0(+0.00%)","1,611.0","0.00","11,699","0.25"
"8046","丸藤シートパイル","東S","4250","-15.0(-0.35%)","4,250.0","-0.35","17,000","1.59"
"8050","セイコーグループ","東P","7500","-90.0(-1.19%)","7,500.0","-1.19","310,532","0.62"
"8051","山善","東P","1480","+0.0(+0.00%)","1,480.0","0.00","141,052","1.56"
"8052","椿本興業","東P","2966","+26.0(+0.88%)","2,966.0","0.88","57,819","0.54"
"8053","住友商事","東P","6286.0","-12.0(-0.19%)","6,286.0","-0.19","7,615,030","0.95"
"8056","ＢＩＰＲＯＧＹ","東P","5309.0","+74.0(+1.41%)","5,309.0","1.41","534,423","0.68"
"8057","内田洋行","東P","2147","+18.0(+0.85%)","2,147.0","0.85","111,852","0.96"
"8058","三菱商事","東P","4031.0","-51.0(-1.25%)","4,031.0","-1.25","16,240,601","0.86"
"8059","第一実業","東P","3225","-40.0(-1.23%)","3,225.0","-1.23","105,648","0.48"
"8060","キヤノンマーケティングジャパン","東P","6930.0","+50.0(+0.73%)","6,930.0","0.73","769,784","1.14"
"8061","西華産業","東P","2500","-27.0(-1.07%)","2,500.0","-1.07","92,405","1.33"
"8065","佐藤商事","東P","2365","-9.0(-0.38%)","2,365.0","-0.38","51,555","0.72"
"8066","三谷商事","東S","2215","+6.0(+0.27%)","2,215.0","0.27","201,565","1.25"
"8070","東京産業","東P","999","-11.0(-1.09%)","999.0","-1.09","28,650","2.01"
"8071","東海エレクトロニクス","名M","2960","-40.0(-1.33%)","2,960.0","-1.33","6,986","0.69"
"8074","ユアサ商事","東P","5880","+50.0(+0.86%)","5,880.0","0.86","129,948","0.55"
"8075","神鋼商事","東P","2666","-13.0(-0.49%)","2,666.0","-0.49","70,867","1.29"
"8076","カノークス","東S","2106","+4.0(+0.19%)","2,106.0","0.19","23,384","0.43"
"8077","トルク","東S","242","-3.0(-1.22%)","242.0","-1.22","6,778","3.20"
"8078","阪和興業","東P","7990","+30.0(+0.38%)","7,990.0","0.38","338,238","1.15"
"8079","正栄食品工業","東P","4085","-10.0(-0.24%)","4,085.0","-0.24","69,854","0.85"
"8081","カナデン","東P","2196","-3.0(-0.14%)","2,196.0","-0.14","49,410","0.74"
"8084","ＲＹＯＤＥＮ","東P","3840","+30.0(+0.79%)","3,840.0","0.79","82,990","1.06"
"8085","ナラサキ産業","東S","4125","+25.0(+0.61%)","4,125.0","0.61","21,968","1.05"
"8086","ニプロ","東P","1452.0","-4.5(-0.31%)","1,452.0","-0.31","248,959","0.87"
"8088","岩谷産業","東P","1823.5","+4.0(+0.22%)","1,823.5","0.22","427,149","1.60"
"8089","ナイス","東S","1989","-13.0(-0.65%)","1,989.0","-0.65","24,361","0.64"
"8091","ニチモウ","東P","2551","+10.0(+0.39%)","2,551.0","0.39","22,981","1.07"
"8093","極東貿易","東P","1941","-27.0(-1.37%)","1,941.0","-1.37","23,588","1.00"
"8095","アステナＨＬＤＧ","東P","487","+1.0(+0.21%)","487.0","0.21","20,015","0.77"
"8097","三愛オブリ","東P","2228","+14.0(+0.63%)","2,228.0","0.63","147,048","0.86"
"8098","稲畑産業","東P","4020","-15.0(-0.37%)","4,020.0","-0.37","215,931","0.81"
"8101","ＧＳＩクレオス","東P","2573","+3.0(+0.12%)","2,573.0","0.12","32,497","0.91"
"8103","明和産業","東P","1011","-5.0(-0.49%)","1,011.0","-0.49","40,776","0.69"
"8104","クワザワＨＬＤＧ","東S","632","-2.0(-0.32%)","632.0","-0.32","10,551","0.29"
"8105","Ｂｉｔｃｏｉｎ　Ｊａｐａｎ","東S","195","+10.0(+5.41%)","195.0","5.41","12,790","0.79"
"8107","キムラタン","東S","34","-1.0(-2.86%)","34.0","-2.86","9,363","0.55"
"8111","ゴールドウイン","東P","2586.5","-12.5(-0.48%)","2,586.5","-0.48","368,174","0.88"
"8113","ユニ・チャーム","東P","933.7","-0.3(-0.03%)","933.7","-0.03","1,739,019","0.76"
"8115","ムーンバット","東S","1423","-3.0(-0.21%)","1,423.0","-0.21","6,794","1.33"
"8117","中央自動車工業","東S","2137","+24.0(+1.14%)","2,137.0","1.14","128,348","1.00"
"8118","キング","東S","943","+3.0(+0.32%)","943.0","0.32","23,360","0.76"
"8119","三栄コーポレーション","東S","831","-8.0(-0.95%)","831.0","-0.95","8,486","0.85"
"8123","川辺","東S","1490","-14.0(-0.93%)","1,490.0","-0.93","2,773","1.50"
"8125","ワキタ","東P","2039","+13.0(+0.64%)","2,039.0","0.64","106,071","0.76"
"8127","ヤマトインターナショナル","東S","602","+2.0(+0.33%)","602.0","0.33","12,824","0.67"
"8129","東邦ＨＬＤＧ","東P","4842.0","+46.0(+0.96%)","4,842.0","0.96","353,592","0.94"
"8130","サンゲツ","東P","3220","+0.0(+0.00%)","3,220.0","0.00","190,624","1.22"
"8131","ミツウロコグループＨＬＤＧ","東S","2236","-2.0(-0.09%)","2,236.0","-0.09","127,589","1.34"
"8132","シナネンＨＬＤＧ","東P","6420","-80.0(-1.23%)","6,420.0","-1.23","70,919","1.47"
"8133","伊藤忠エネクス","東P","2044","-6.0(-0.29%)","2,044.0","-0.29","238,905","1.15"
"8135","ゼット","東S","555","-5.0(-0.89%)","555.0","-0.89","11,157","1.16"
"8136","サンリオ","東P","4727.0","+169.0(+3.71%)","4,727.0","3.71","1,207,315","1.83"
"8137","サンワテクノス","東P","3080","+10.0(+0.33%)","3,080.0","0.33","49,416","1.12"
"8139","ナガホリ","東S","2156","+6.0(+0.28%)","2,156.0","0.28","36,163","5.46"
"8141","新光商事","東P","1075","-15.0(-1.38%)","1,075.0","-1.38","33,336","0.63"
"8142","トーホー","東P","3990","+75.0(+1.92%)","3,990.0","1.92","43,939","0.28"
"8143","ラピーヌ","東S","225","-1.0(-0.44%)","225.0","-0.44","578","0.17"
"8144","デンキョーグループＨＬＤＧ","東S","1260","+1.0(+0.08%)","1,260.0","0.08","8,398","1.16"
"8145","中部水産","名M","2950","-5.0(-0.17%)","2,950.0","-0.17","5,684","2.17"
"8147","トミタ","東S","1396","-24.0(-1.69%)","1,396.0","-1.69","8,597","4.88"
"8150","三信電気","東P","3215","-30.0(-0.92%)","3,215.0","-0.92","52,345","0.53"
"8151","東陽テクニカ","東P","1855","+31.0(+1.70%)","1,855.0","1.70","48,388","1.06"
"8152","ソマール","東S","5940","-90.0(-1.49%)","5,940.0","-1.49","11,635","1.08"
"8153","モスフードサービス","東P","4295","+15.0(+0.35%)","4,295.0","0.35","137,483","0.79"
"8154","加賀電子","東P","4010","+35.0(+0.88%)","4,010.0","0.88","210,472","0.75"
"8157","都築電気","東P","3560","+55.0(+1.57%)","3,560.0","1.57","67,561","1.03"
"8158","ソーダニッカ","東P","1167","-24.0(-2.02%)","1,167.0","-2.02","26,804","0.50"
"8159","立花エレテック","東P","3120","+0.0(+0.00%)","3,120.0","0.00","78,079","0.88"
"8160","木曽路","東P","2539","-1.0(-0.04%)","2,539.0","-0.04","72,473","1.35"
"8163","ＳＲＳ　ＨＬＤＧ","東P","1236","-8.0(-0.64%)","1,236.0","-0.64","51,257","0.68"
"8165","千趣会","東S","207","+1.0(+0.49%)","207.0","0.49","10,776","1.68"
"8166","タカキュー","東S","87","+1.0(+1.16%)","87.0","1.16","2,938","1.94"
"8167","リテールパートナーズ","東P","1372","+1.0(+0.07%)","1,372.0","0.07","63,998","0.67"
"8173","上新電機","東P","2718","+6.0(+0.22%)","2,718.0","0.22","76,104","0.97"
"8174","日本瓦斯","東P","2986.0","+14.5(+0.49%)","2,986.0","0.49","336,902","0.82"
"8179","ロイヤルＨＬＤＧ","東P","1340","+3.0(+0.22%)","1,340.0","0.22","133,630","0.69"
"8181","東天紅","東S","1136","+15.0(+1.34%)","1,136.0","1.34","2,923","2.42"
"8185","チヨダ","東P","1108","-7.0(-0.63%)","1,108.0","-0.63","38,070","1.14"
"8190","ヤマナカ","名M","537","+6.0(+1.13%)","537.0","1.13","10,968","10.63"
"8194","ライフコーポレーション","東P","2642","-40.0(-1.49%)","2,642.0","-1.49","239,105","0.90"
"8198","マックスバリュ東海","東S","3830","+15.0(+0.39%)","3,830.0","0.39","122,460","0.62"
"8200","リンガーハット","東P","2253","+5.0(+0.22%)","2,253.0","0.22","58,731","0.94"
"8202","ラオックスＨＬＤＧ","東S","149","-1.0(-0.67%)","149.0","-0.67","13,907","0.84"
"8203","ＭｒＭａｘＨＤ","東P","797","-2.0(-0.25%)","797.0","-0.25","31,570","1.42"
"8207","テンアライド","東S","292","+0.0(+0.00%)","292.0","0.00","11,815","0.80"
"8209","フレンドリー","東S","307","-1.0(-0.32%)","307.0","-0.32","877","0.28"
"8214","ＡＯＫＩ　ＨＬＤＧ","東P","1878","+2.0(+0.11%)","1,878.0","0.11","162,728","0.83"
"8217","オークワ","東P","885","+0.0(+0.00%)","885.0","0.00","37,115","0.53"
"8218","コメリ","東P","3525","-85.0(-2.35%)","3,525.0","-2.35","189,677","1.47"
"8219","青山商事","東P","2637","+29.0(+1.11%)","2,637.0","1.11","132,889","1.30"
"8226","理経","東S","524","-1.0(-0.19%)","524.0","-0.19","8,130","1.43"
"8227","しまむら","東P","10760.0","+30.0(+0.28%)","10,760.0","0.28","794,374","0.87"
"8228","マルイチ産商","名M","1212","+3.0(+0.25%)","1,212.0","0.25","28,023","2.20"
"8230","はせがわ","東S","332","+2.0(+0.61%)","332.0","0.61","6,191","0.61"
"8233","高島屋","東P","1921.0","+14.0(+0.73%)","1,921.0","0.73","586,306","1.42"
"8237","松屋","東P","1900","+20.0(+1.06%)","1,900.0","1.06","101,250","0.83"
"8242","エイチ・ツー・オー　リテイリン","東P","2188.0","-2.5(-0.11%)","2,188.0","-0.11","273,941","0.97"
"8244","近鉄百貨店","東S","1866","-17.0(-0.90%)","1,866.0","-0.90","75,457","1.53"
"8247","大和","東S","394","+4.0(+1.03%)","394.0","1.03","2,365","3.53"
"8252","丸井グループ","東P","3081.0","+22.0(+0.72%)","3,081.0","0.72","565,858","0.81"
"8253","クレディセゾン","東P","4277.0","+43.0(+1.02%)","4,277.0","1.02","793,147","0.90"
"8254","さいか屋","東S","415","-1.0(-0.24%)","415.0","-0.24","2,063","0.65"
"8255","アクシアル　リテイリング","東P","1205","-2.0(-0.17%)","1,205.0","-0.17","112,730","1.08"
"8260","井筒屋","東S","478","+32.0(+7.17%)","478.0","7.17","5,488","15.99"
"8267","イオン","東P","2240.0","+27.5(+1.24%)","2,240.0","1.24","6,235,105","0.57"
"8273","イズミ","東P","3145","-25.0(-0.79%)","3,145.0","-0.79","225,387","0.67"
"8275","フォーバル","東S","1171","-5.0(-0.43%)","1,171.0","-0.43","32,475","1.58"
"8276","平和堂","東P","2986","-19.0(-0.63%)","2,986.0","-0.63","153,918","1.05"
"8278","フジ","東P","2126","+11.0(+0.52%)","2,126.0","0.52","184,658","0.41"
"8281","ゼビオＨＬＤＧ","東P","1090","+1.0(+0.09%)","1,090.0","0.09","52,223","1.57"
"8282","ケーズＨＬＤＧ","東P","1631.5","+1.0(+0.06%)","1,631.5","0.06","285,512","1.64"
"8283","ＰＡＬＴＡＣ","東P","5019.0","+25.0(+0.50%)","5,019.0","0.50","311,178","1.01"
"8285","三谷産業","東S","630","+5.0(+0.80%)","630.0","0.80","38,917","1.52"
"8289","Ｏｌｙｍｐｉｃグループ","東S","467","-2.0(-0.43%)","467.0","-0.43","10,906","0.44"
"8291","日産東京販売ＨＬＤＧ","東S","551","+1.0(+0.18%)","551.0","0.18","32,828","0.58"
"8301","日本銀行　出資証券","東優","26150","+150.0(+0.58%)","26,150.0","0.58","26,150","1.00"
"8303","ＳＢＩ新生銀行","東P","1925","+35.0(+1.85%)","1,925.0","1.85","1,723,838","0.76"
"8304","あおぞら銀行","東P","2526.5","+9.5(+0.38%)","2,526.5","0.38","353,178","0.60"
"8308","りそなＨＬＤＧ","東P","1817.0","+72.0(+4.13%)","1,817.0","4.13","4,192,068","1.63"
"8309","三井住友トラストグループ","東P","5046.0","+73.0(+1.47%)","5,046.0","1.47","3,559,377","0.92"
"8316","三井住友ＦＧ","東P","5541.0","+133.0(+2.46%)","5,541.0","2.46","21,373,898","1.05"
"8331","千葉銀行","東P","2050.0","+55.0(+2.76%)","2,050.0","2.76","1,651,318","0.73"
"8334","群馬銀行","東P","1949.5","+32.5(+1.70%)","1,949.5","1.70","771,784","1.04"
"8336","武蔵野銀行","東P","5620","+90.0(+1.63%)","5,620.0","1.63","187,739","0.88"
"8337","千葉興業銀行","東P","1939","+34.0(+1.78%)","1,939.0","1.78","120,649","1.05"
"8338","筑波銀行","東P","527","+23.0(+4.56%)","527.0","4.56","43,506","1.32"
"8341","七十七銀行","東P","8727.0","+183.0(+2.14%)","8,727.0","2.14","668,975","0.87"
"8343","秋田銀行","東P","4725","+125.0(+2.72%)","4,725.0","2.72","85,492","1.09"
"8344","山形銀行","東P","2192","+38.0(+1.76%)","2,192.0","1.76","70,618","0.92"
"8345","岩手銀行","東P","6280","+180.0(+2.95%)","6,280.0","2.95","116,166","0.82"
"8346","東邦銀行","東P","608","+6.0(+1.00%)","608.0","1.00","153,520","1.10"
"8349","東北銀行","東S","1573","+32.0(+2.08%)","1,573.0","2.08","14,959","1.31"
"8354","ふくおかＦＧ","東P","5624.0","+111.0(+2.01%)","5,624.0","2.01","1,074,962","0.98"
"8358","スルガ銀行","東P","1983","+20.0(+1.02%)","1,983.0","1.02","390,927","1.20"
"8359","八十二長野銀行","東P","1953.5","+34.5(+1.80%)","1,953.5","1.80","964,575","0.74"
"8360","山梨中央銀行","東P","4895","+125.0(+2.62%)","4,895.0","2.62","160,473","1.29"
"8361","大垣共立銀行","東P","5860","+100.0(+1.74%)","5,860.0","1.74","245,135","1.09"
"8362","福井銀行","東P","2879","+8.0(+0.28%)","2,879.0","0.28","69,513","0.85"
"8364","清水銀行","東P","2528","+56.0(+2.27%)","2,528.0","2.27","29,429","1.84"
"8365","富山銀行","東S","2213","+30.0(+1.37%)","2,213.0","1.37","12,048","0.85"
"8366","滋賀銀行","東P","8210","+150.0(+1.86%)","8,210.0","1.86","435,870","1.52"
"8367","南都銀行","東P","6810","+60.0(+0.89%)","6,810.0","0.89","224,905","0.62"
"8368","百五銀行","東P","1484","+23.0(+1.57%)","1,484.0","1.57","377,113","0.68"
"8370","紀陽銀行","東P","3710","+85.0(+2.34%)","3,710.0","2.34","249,683","0.89"
"8377","ほくほくＦＧ","東P","5356.0","+101.0(+1.92%)","5,356.0","1.92","654,550","0.82"
"8381","山陰合同銀行","東P","1613","+23.0(+1.45%)","1,613.0","1.45","253,205","0.72"
"8383","鳥取銀行","東S","1732","+23.0(+1.35%)","1,732.0","1.35","16,662","1.40"
"8386","百十四銀行","東P","8380","+180.0(+2.20%)","8,380.0","2.20","239,919","0.77"
"8387","四国銀行","東P","2039","+63.0(+3.19%)","2,039.0","3.19","86,454","1.26"
"8388","阿波銀行","東P","5060","+80.0(+1.61%)","5,060.0","1.61","202,400","1.44"
"8392","大分銀行","東P","8060","+260.0(+3.33%)","8,060.0","3.33","126,491","1.59"
"8393","宮崎銀行","東P","8010","+350.0(+4.57%)","8,010.0","4.57","137,239","0.92"
"8395","佐賀銀行","東P","4680","+85.0(+1.85%)","4,680.0","1.85","79,260","0.75"
"8398","筑邦銀行","福","1667","+46.0(+2.84%)","1,667.0","2.84","10,417","1.20"
"8399","琉球銀行","東P","2276","+83.0(+3.78%)","2,276.0","3.78","98,115","0.84"
"8410","セブン銀行","東P","297.0","+0.7(+0.24%)","297.0","0.24","350,254","0.65"
"8411","みずほＦＧ","東P","6731.0","+122.0(+1.85%)","6,731.0","1.85","16,759,174","0.87"
"8416","高知銀行","東S","1120","+28.0(+2.56%)","1,120.0","2.56","11,474","1.15"
"8418","山口ＦＧ","東P","2468.5","+46.5(+1.92%)","2,468.5","1.92","579,524","0.66"
"8421","信金中央金庫　優先出資証券","東優","193500","-100.0(-0.05%)","193,500.0","-0.05","137,041","0.93"
"8424","芙蓉総合リース","東P","4459.0","+11.0(+0.25%)","4,459.0","0.25","405,160","0.68"
"8425","みずほリース","東P","1463","+4.0(+0.27%)","1,463.0","0.27","413,541","0.90"
"8439","東京センチュリー","東P","2166.5","+2.5(+0.12%)","2,166.5","0.12","1,066,163","0.60"
"8473","ＳＢＩ　ＨＬＤＧ","東P","3576.0","+34.0(+0.96%)","3,576.0","0.96","2,363,016","0.87"
"8508","Ｊトラスト","東S","495","-2.0(-0.40%)","495.0","-0.40","66,090","0.61"
"8511","日本証券金融","東P","2180","+4.0(+0.18%)","2,180.0","0.18","191,840","0.67"
"8515","アイフル","東P","565","+0.0(+0.00%)","565.0","0.00","273,810","0.60"
"8518","日本アジア投資","東S","207","+0.0(+0.00%)","207.0","0.00","4,897","2.30"
"8522","名古屋銀行","東P","5090","+135.0(+2.72%)","5,090.0","2.72","251,275","0.96"
"8524","北洋銀行","東P","941","+14.0(+1.51%)","941.0","1.51","355,755","1.21"
"8537","大光銀行","東S","2492","+60.0(+2.47%)","2,492.0","2.47","24,101","0.23"
"8541","愛媛銀行","東P","1741","+30.0(+1.75%)","1,741.0","1.75","68,642","1.04"
"8542","トマト銀行","東S","1636","+36.0(+2.25%)","1,636.0","2.25","19,107","1.40"
"8544","京葉銀行","東P","1884","+27.0(+1.45%)","1,884.0","1.45","238,190","1.12"
"8550","栃木銀行","東P","915","+48.0(+5.54%)","915.0","5.54","100,291","1.35"
"8551","北日本銀行","東P","5080","+100.0(+2.01%)","5,080.0","2.01","43,656","0.67"
"8554","南日本銀行","福","1160","+18.0(+1.58%)","1,160.0","1.58","9,012","1.08"
"8558","東和銀行","東P","1205","+14.0(+1.18%)","1,205.0","1.18","44,802","0.86"
"8559","豊和銀行","福","554","-2.0(-0.36%)","554.0","-0.36","3,293","0.43"
"8560","宮崎太陽銀行","福","2074","-6.0(-0.29%)","2,074.0","-0.29","11,080","0.76"
